route_category_id,cargo_category_id,measurement_unit_id,cargo_item_description,cargo_item_freight,cargo_item_measure_required,cargo_item_min_length,cargo_item_max_length,cargo_item_min_width,cargo_item_max_width,cargo_item_min_height,cargo_item_max_height,cargo_item_base_cbm
2,9,1,Nails (in cartons) 50kls,63.84,Yes,40,45,40,45,30,35,
2,8,1,Odong,27.72,Yes,40,50,30,35,20,25,
2,10,1,Paints/thinner (cases/cartons),36.96,Yes,35,45,35,45,30,40,
2,8,1,Parafin wax (in sacks) ,60.09,Yes,50,70,40,50,15,25,
2,9,1,"PE pipe rolls 1/2"" x 300 4",188.35,Yes,100,120,100,120,45,60,
2,9,1,"PE pipe rolls 1/2"" x 75 4",56.58,Yes,60,80,60,80,20,30,
2,9,1,"PE pipe rolls 2"" x 100 4",314.04,Yes,140,160,140,160,50,65,
2,9,1,"PE pipe rolls 2"" x 60 4",188.35,Yes,120,140,120,140,40,50,
2,9,1,"PE pipe rolls 3"" x 100 4",372.24,Yes,160,180,160,180,60,80,
2,1,1,"Peanut, sago, soya, yellow corn 25 kls sacks",38.92,Yes,50,60,35,45,10,15,
2,4,1,Pebbles (sacks 50kls),30.13,Yes,60,70,40,50,15,20,
2,4,2,Plywood: 1/2 - 10mm,18.68,Yes,8,8,4,4,0.03,0.04,
2,4,2,Plywood: 1/4 - 5mm & 6mm,9.34,Yes,8,8,4,4,0.01,0.02,
2,4,2,Plywood: 3/16 - 4mm & 3mm,7.37,Yes,8,8,4,4,0.01,0.01,
2,4,2,Plywood: 3/4 - 18mm,28.02,Yes,8,8,4,4,0.06,0.07,
2,4,2,Polycarbonate,34.92,Yes,8,8,3,4,0.01,0.02,
2,13,1,Pressure washer 1.5HP,189.78,Yes,50,65,35,45,40,55,
2,18,1,Rims - big,56.51,Yes,55,65,55,65,25,35,
2,18,1,Rims - medium,37.7,Yes,45,55,45,55,20,30,
2,18,1,Rims - small,28.25,Yes,35,45,35,45,15,25,
2,14,1,Safety Vault,778.32,Yes,70,77,90,97,70,71,
2,8,1,Salt 25kls sacks,13,Yes,60,75,40,50,15,20,
2,8,1,Salt 50kls,26,Yes,60,75,40,50,20,30,
2,15,1,Salted fish per tin 17 kls,34.5,Yes,24,26,24,26,35,38,
2,3,3,Sing along/component - big,376.71,Yes,18,24,15,20,30,45,
2,3,3,Sing along/component - medium,339.08,Yes,12,16,10,14,20,28,
2,3,3,Sing along/component - small,282.57,Yes,8,11,6,9,10,18,
2,13,,Stainless tank - 1.3cbm,1225.01,No,,,,,,,1.3
2,3,3,Stand fan,62.16,Yes,16,20,16,20,40,55,
2,4,2,"Steel matting 2"" x 2"" x 4' x 8' ",30.92,Yes,8,8,4,4,0.02,0.05,
2,4,2,Steel matting 6' x 20',144.84,Yes,20,20,6,6,0.02,0.05,
2,4,2,Steel plate (checkered) 3 x 16,47.38,Yes,16,16,3,3,0.01,0.02,
2,4,2,Steel plate (galvanuze iron) #18 1/4 x 4 x 8,75.8,Yes,8,8,4,4,0.01,0.02,
2,4,2,Steel plate 1/2 12.00mm 282kls,249.06,Yes,8,10,4,5,0.04,0.05,
2,4,2,Steel plate 1/4 6.00m 141kls,144.84,Yes,8,10,4,5,0.02,0.03,
2,4,2,Steel plate 1/8 2.60mm 60kls,44.4,Yes,8,10,4,5,0.01,0.01,
2,4,2,Steel plate 3/8 9.00mm 212kls,156.88,Yes,8,10,4,5,0.03,0.04,
2,1,1,Sugar/Starch/Corn grains 40-50 kls sacks,26,Yes,70,85,50,60,15,25,
2,3,3,"Television 12-20""",301.37,Yes,10.5,18,6.5,11.5,1.5,2,
2,3,3,"Television 21-25""",376.71,Yes,19,23,8,10,12,15,
2,3,3,"Television 26-30""",470.88,Yes,24,28,10,12,15,18,
2,3,3,"Television 31"" and above",565.06,Yes,29,60,12,18,18,40,
2,1,1,Tile adhesive/grout/skimcoat 25 kls sacks,13,Yes,50,60,35,45,10,15,
2,18,1,Tire w/rim 11PR-22.50,209.81,Yes,105,110,105,110,30,35,
2,5,1,Transformer,926.21,Yes,60,80,50,70,80,110,
2,8,1,Tungog powder 50 kls sacks,26,Yes,65,80,45,55,15,25,
2,15,1,Vegetables: bakat/sks up to 60kls,63,Yes,60,75,60,75,70,90,
2,15,1,Vegetables: in plastic up to 10kls,15.66,Yes,30,45,30,45,40,55,
2,5,,"Video game 0.685cbm, karaoke box",645.67,No,,,,,,,0.69
2,13,1,Water pump,132.65,Yes,40,55,30,40,35,50,
2,9,1,Welding machine (portable),233.5,Yes,35,45,15,20,25,35,
2,13,1,Welding machine 400amp 3phase with accessories,466.99,Yes,60,80,40,55,50,70,
2,9,1,Welding rod,27.72,Yes,35,45,10,15,10,15,
2,9,1,Wire in rolls: barbed wire 20kls,33.91,Yes,35,40,35,40,30,35,
2,9,1,Wire in rolls: barbed wire 30kls,48.97,Yes,40,45,40,45,35,40,
2,9,1,Wire in rolls: cyclone wire,28.25,Yes,90,120,30,40,30,40,
2,9,1,Wire in rolls: galvanized iron 25kls,33.91,Yes,40,50,40,50,15,20,
2,9,1,Wire in rolls: galvanized iron 50kls,56.51,Yes,50,60,50,60,20,30,
2,9,1,Wire in rolls: screen wire,33.91,Yes,90,120,20,25,20,25,
2,9,1,Wire in rolls: twisted wire 50kls,64.09,Yes,50,60,50,60,25,35,
2,9,1,Wire in rolls: welded wire,52.79,Yes,100,120,40,50,40,50,
2,5,2,Xerox machine/copier,471.06,Yes,2.5,3.5,2.5,3,3.5,4.5,
